"Ссылка на объявление","Название","Цена","Метро","Корпус/Этаж","Заселение"
"https://www.pik.ru/flat/963561","1 комната, 33.1 м²","8 165 770 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 2 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963563","Студия, 20.1 м²","6 586 770 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 13 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/918535","Студия, 19.8 м²","6 583 500 ₽","Щербинка
         • Никольские луга","Корпус 3.1, Этаж 10 из 17","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/963568","1 комната, 31 м²","8 140 600 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 3 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963568","1 комната, 31 м²","8 140 600 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 3 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963569","Студия, 20.5 м²","6 549 750 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 13 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963585","Студия, 20.1 м²","6 564 660 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 14 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963591","2 комнаты, 50.7 м²","11 595 090 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 14 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963593","1 комната, 36.3 м²","8 559 540 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 14 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963594","2 комнаты, 66.6 м²","13 839 480 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 14 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963599","Студия, 20.5 м²","6 527 200 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 15 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963604","1 комната, 34.4 м²","8 335 120 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 15 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963608","Студия, 20.1 м²","6 546 570 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 16 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963610","2 комнаты, 54.1 м²","11 929 050 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 16 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963623","Студия, 20.5 м²","6 488 250 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 17 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963627","1 комната, 34.4 м²","8 283 520 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 17 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/962942","3 комнаты, 87.3 м²","17 660 790 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 4 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/962949","2 комнаты, 62.5 м²","13 043 750 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 6 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/962952","1 комната, 34.4 м²","8 407 360 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 6 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/962954","2 комнаты, 62.5 м²","13 068 750 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 7 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/962955","1 комната, 34.4 м²","8 510 560 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 7 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/962962","1 комната, 34.4 м²","8 441 760 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 8 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/962968","3 комнаты, 87.3 м²","17 756 820 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 9 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/962975","1 комната, 34.4 м²","8 458 960 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 11 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/1003771","2 комнаты, 56.8 м²","16 650 806 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 17 из 22","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1003790","2 комнаты, 56.8 м²","16 697 155 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 20 из 22","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1003802","2 комнаты, 61.3 м²","18 495 190 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 22 из 22","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1003803","2 комнаты, 56.8 м²","17 403 974 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 22 из 22","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1003813","Студия, 28.6 м²","8 556 147 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 2 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1003845","1 комната, 38.9 м²","11 205 067 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 5 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1003846","2 комнаты, 58.8 м²","16 607 354 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 5 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1003882","1 комната, 38.9 м²","11 228 874 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 8 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1003884","Студия, 29.2 м²","8 938 178 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 8 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1003886","Студия, 28.5 м²","8 549 487 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 8 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1003996","1 комната, 38.9 м²","11 272 519 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 17 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1004026","1 комната, 39.1 м²","11 354 405 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 20 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1004069","2 комнаты, 62.5 м²","18 066 750 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 23 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1004070","1 комната, 38.8 м²","11 271 244 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 23 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1004104","2 комнаты, 57.5 м²","16 422 000 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 26 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1004105","3 комнаты, 80 м²","21 803 520 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 26 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1004107","2 комнаты, 60.1 м²","17 415 898 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 26 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1004114","2 комнаты, 48.4 м²","14 400 645 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 26 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1004150","1 комната, 38 м²","11 240 400 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 29 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/1004180","2 комнаты, 61.1 м²","17 668 287 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 32 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/858522","3 комнаты, 73.5 м²","19 669 728 ₽","Отрадное
         • Алтуфьевское 53","Корпус 2.2, Этаж 28 из 33","Заселение до 30 июня 2025"
"https://www.pik.ru/flat/858583","1 комната, 33.2 м²","11 175 120 ₽","Отрадное
         • Алтуфьевское 53","Корпус 2.2, Этаж 31 из 33","Заселение до 30 июня 2025"
"https://www.pik.ru/flat/1004599","1 комната, 33 м²","10 192 248 ₽","Отрадное
         • Алтуфьевское 53","Корпус 1.1, Этаж 32 из 32","Заселение до 30 ноября 2028"
"https://www.pik.ru/flat/857603","2 комнаты, 58 м²","17 807 160 ₽","Отрадное
         • Алтуфьевское 53","Корпус 2.1, Этаж 29 из 33","Заселение до 30 мая 2025"
"https://www.pik.ru/flat/963184","1 комната, 31 м²","8 038 300 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 8 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963186","1 комната, 33.1 м²","8 357 750 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 8 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963196","2 комнаты, 64.6 м²","13 688 740 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 9 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963197","2 комнаты, 54.5 м²","12 028 150 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 4 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963201","Студия, 19.1 м²","6 270 530 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 17 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963204","Студия, 20.5 м²","6 301 700 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 17 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963217","1 комната, 34.5 м²","8 266 200 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 5 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963244","2 комнаты, 57.4 м²","12 432 840 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 11 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963283","1 комната, 34.2 м²","8 279 820 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 7 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963284","Студия, 20.6 м²","6 307 720 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 3 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963287","3 комнаты, 86.1 м²","17 357 760 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 3 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963292","1 комната, 31 м²","8 187 100 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 7 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963302","1 комната, 36.5 м²","8 475 300 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 4 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963308","Студия, 21.9 м²","6 460 500 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 7 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963309","2 комнаты, 47.9 м²","11 448 100 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 4 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963311","3 комнаты, 78.3 м²","15 995 280 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 7 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/948352","1 комната, 42.4 м²","10 007 587 ₽","Крюково
         • Зелёный парк","Корпус 6.4, Этаж 19 из 25","Заселение до 30 августа 2026"
"https://www.pik.ru/flat/948354","2 комнаты, 51.7 м²","12 086 632 ₽","Крюково
         • Зелёный парк","Корпус 6.4, Этаж 19 из 25","Заселение до 30 августа 2026"
"https://www.pik.ru/flat/948400","1 комната, 43.3 м²","9 853 434 ₽","Крюково
         • Зелёный парк","Корпус 6.4, Этаж 22 из 25","Заселение до 30 августа 2026"
"https://www.pik.ru/flat/875555","Студия, 25.3 м²","8 523 721 ₽","Медведково
         • Полар","Корпус 1.5, Этаж 31 из 50","Заселение до 31 августа 2027"
"https://www.pik.ru/flat/948428","1 комната, 38.2 м²","9 027 958 ₽","Крюково
         • Зелёный парк","Корпус 6.4, Этаж 24 из 25","Заселение до 30 августа 2026"
"https://www.pik.ru/flat/948452","Студия, 24.2 м²","6 538 791 ₽","Крюково
         • Зелёный парк","Корпус 6.4, Этаж 25 из 25","Заселение до 30 августа 2026"
"https://www.pik.ru/flat/970358","2 комнаты, 65.6 м²","13 850 784 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 2 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970361","2 комнаты, 49.9 м²","11 537 252 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 1 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970368","3 комнаты, 81.9 м²","17 593 102 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 3 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970388","2 комнаты, 65.6 м²","14 238 873 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 8 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970394","2 комнаты, 65.6 м²","13 986 882 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 9 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970418","2 комнаты, 58.7 м²","12 328 056 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 2 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970423","2 комнаты, 56.8 м²","11 650 929 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 2 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970427","2 комнаты, 68.8 м²","14 624 678 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 2 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970437","2 комнаты, 56.8 м²","11 685 691 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 3 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970440","2 комнаты, 68.8 м²","14 659 766 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 3 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970452","3 комнаты, 79.2 м²","17 142 364 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 4 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970453","2 комнаты, 68.8 м²","14 687 836 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 4 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970462","2 комнаты, 56.8 м²","11 749 420 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 5 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/970491","2 комнаты, 68.8 м²","14 504 115 ₽","Крюково
         • Зелёный парк","Корпус 6.1, Этаж 7 из 11","Заселение до 1 сентября 2027"
"https://www.pik.ru/flat/999018","1 комната, 34.3 м²","8 732 780 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.6, Этаж 22 из 32","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/999020","1 комната, 37.3 м²","9 880 770 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.6, Этаж 23 из 32","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/999025","1 комната, 37.2 м²","9 283 818 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.6, Этаж 23 из 32","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/999031","1 комната, 37 м²","9 451 835 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.6, Этаж 23 из 32","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/999036","1 комната, 37.2 м²","9 913 800 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.6, Этаж 24 из 32","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/999052","1 комната, 37.4 м²","9 802 540 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.6, Этаж 26 из 32","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/999055","1 комната, 45.4 м²","12 612 120 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.6, Этаж 26 из 32","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/999056","1 комната, 37.2 м²","9 891 480 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.6, Этаж 26 из 32","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/999063","2 комнаты, 64.3 м²","16 827 310 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.6, Этаж 27 из 32","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/999087","2 комнаты, 57.5 м²","14 018 500 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.6, Этаж 29 из 32","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/999103","2 комнаты, 64.3 м²","16 814 450 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.6, Этаж 31 из 32","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/998432","1 комната, 39.3 м²","9 993 990 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.4, Этаж 6 из 9","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/998623","1 комната, 37.9 м²","9 376 460 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.5, Этаж 13 из 24","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/999062","1 комната, 37.4 м²","9 671 640 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.6, Этаж 27 из 32","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/820694","2 комнаты, 57.8 м²","23 045 611 ₽","Коломенская
         • Второй Нагатинский","Корпус 7, Этаж 18 из 33","Дом сдан"
"https://www.pik.ru/flat/998420","1 комната, 39.3 м²","9 887 880 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.4, Этаж 2 из 9","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/998445","3 комнаты, 88.1 м²","20 950 180 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.4, Этаж 8 из 9","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/998472","2 комнаты, 55 м²","13 255 000 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.5, Этаж 3 из 24","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/998524","1 комната, 41.1 м²","9 136 530 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.5, Этаж 5 из 24","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/998528","1 комната, 37 м²","9 379 500 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 3.5, Этаж 6 из 24","Заселение до 30 апреля 2028"
"https://www.pik.ru/flat/887123","Студия, 20.1 м²","8 868 672 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.4, Этаж 11 из 24","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/887126","3 комнаты, 86.9 м²","24 242 493 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.4, Этаж 11 из 24","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/781379","2 комнаты, 58.3 м²","17 868 950 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 1.5, Этаж 3 из 33","Заселение до 31 октября 2025"
"https://www.pik.ru/flat/887183","1 комната, 41.8 м²","13 634 992 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.4, Этаж 15 из 24","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/887187","1 комната, 32.6 м²","12 190 183 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.4, Этаж 16 из 24","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/781542","2 комнаты, 51.5 м²","17 077 400 ₽","Кантемировская
         • Кавказский бульвар 51","Корпус 1.5, Этаж 12 из 33","Заселение до 31 октября 2025"
"https://www.pik.ru/flat/887191","3 комнаты, 84.8 м²","23 232 825 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.4, Этаж 16 из 24","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/887194","1 комната, 36.3 м²","13 333 062 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.4, Этаж 16 из 24","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/887197","2 комнаты, 46.2 м²","17 124 861 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.4, Этаж 17 из 24","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/887202","Студия, 23.8 м²","9 642 427 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.4, Этаж 17 из 24","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/887205","1 комната, 38.3 м²","13 403 544 ₽","Лихоборы
         • Большая Академическая 85","Корпус 3.4, Этаж 17 из 24","Заселение до 30 марта 2026"
"https://www.pik.ru/flat/924662","Студия, 20.1 м²","7 091 280 ₽","Лихоборы
         • Апартаменты • Большая Академическая 85","Корпус 3.5, Этаж 13 из 14","Заселение до 19 июня 2026"
"https://www.pik.ru/flat/924664","Студия, 20.1 м²","7 091 280 ₽","Лихоборы
         • Апартаменты • Большая Академическая 85","Корпус 3.5, Этаж 13 из 14","Заселение до 19 июня 2026"
"https://www.pik.ru/flat/924685","1 комната, 32.7 м²","8 868 240 ₽","Лихоборы
         • Апартаменты • Большая Академическая 85","Корпус 3.6, Этаж 2 из 24","Заселение до 19 июня 2026"
"https://www.pik.ru/flat/924688","Студия, 20.1 м²","7 093 290 ₽","Лихоборы
         • Апартаменты • Большая Академическая 85","Корпус 3.6, Этаж 2 из 24","Заселение до 19 июня 2026"
"https://www.pik.ru/flat/924731","2 комнаты, 70 м²","16 100 000 ₽","Лихоборы
         • Апартаменты • Большая Академическая 85","Корпус 3.6, Этаж 5 из 24","Заселение до 19 июня 2026"
"https://www.pik.ru/flat/924740","2 комнаты, 55.3 м²","13 974 310 ₽","Лихоборы
         • Апартаменты • Большая Академическая 85","Корпус 3.6, Этаж 6 из 24","Заселение до 19 июня 2026"
"https://www.pik.ru/flat/924741","1 комната, 34.9 м²","9 723 140 ₽","Лихоборы
         • Апартаменты • Большая Академическая 85","Корпус 3.6, Этаж 6 из 24","Заселение до 19 июня 2026"
"https://www.pik.ru/flat/924745","2 комнаты, 70 м²","16 128 000 ₽","Лихоборы
         • Апартаменты • Большая Академическая 85","Корпус 3.6, Этаж 6 из 24","Заселение до 19 июня 2026"
"https://www.pik.ru/flat/924800","1 комната, 34.9 м²","9 559 110 ₽","Лихоборы
         • Апартаменты • Большая Академическая 85","Корпус 3.6, Этаж 9 из 24","Заселение до 19 июня 2026"
"https://www.pik.ru/flat/963377","1 комната, 34.2 м²","8 495 280 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 5 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/878166","Студия, 19.7 м²","6 664 510 ₽","Котельники
         • Кузьминский лес","Корпус 12, Этаж 22 из 25","Заселение до 30 сентября 2025"
"https://www.pik.ru/flat/963464","Студия, 19.9 м²","6 477 450 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 8 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963483","2 комнаты, 51.6 м²","12 002 160 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 9 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963489","Студия, 20.6 м²","6 379 820 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 9 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963490","Студия, 19.9 м²","6 465 510 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 9 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963496","1 комната, 36.2 м²","8 622 840 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 10 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/858040","Студия, 25.9 м²","8 767 393 ₽","Отрадное
         • Алтуфьевское 53","Корпус 2.2, Этаж 29 из 33","Заселение до 30 июня 2025"
"https://www.pik.ru/flat/858551","2 комнаты, 52.6 м²","16 900 380 ₽","Отрадное
         • Алтуфьевское 53","Корпус 2.2, Этаж 29 из 33","Заселение до 30 июня 2025"
"https://www.pik.ru/flat/963511","2 комнаты, 66.6 м²","13 959 360 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 10 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/878211","Студия, 25.1 м²","7 246 370 ₽","Котельники
         • Кузьминский лес","Корпус 12, Этаж 25 из 25","Заселение до 30 сентября 2025"
"https://www.pik.ru/flat/963522","Студия, 20.5 м²","6 576 400 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 11 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963523","1 комната, 34.2 м²","8 512 380 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 10 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963524","Студия, 19.1 м²","6 301 090 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 11 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963527","1 комната, 36.5 м²","8 475 300 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 11 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963528","2 комнаты, 50.7 м²","11 671 140 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 11 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963530","1 комната, 32.5 м²","8 125 000 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 11 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963537","1 комната, 32.5 м²","7 783 522 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 11 из 11","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963552","2 комнаты, 50.7 м²","11 645 790 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 12 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963557","2 комнаты, 66.6 м²","13 906 080 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 12 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/918535","Студия, 19.8 м²","6 583 500 ₽","Щербинка
         • Никольские луга","Корпус 3.1, Этаж 10 из 17","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/963569","Студия, 20.5 м²","6 549 750 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 13 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963585","Студия, 20.1 м²","6 564 660 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 14 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963604","1 комната, 34.4 м²","8 335 120 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 15 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/963627","1 комната, 34.4 м²","8 283 520 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 17 из 17","Заселение до 30 ноября 2026"
"https://www.pik.ru/flat/962952","1 комната, 34.4 м²","8 407 360 ₽","Щербинка
         • Никольские луга","Корпус 4, Этаж 6 из 11","Заселение до 30 ноября 2026"
